,country,year,sex,age,cases
18886,PA,2002,f,0-14,7
1743,PA,2002,m,0-14,7
21335,PA,2002,f,15-24,50
4192,PA,2002,m,15-24,89
23784,PA,2002,f,25-34,54
6641,PA,2002,m,25-34,108
26233,PA,2002,f,35-44,59
9090,PA,2002,m,35-44,101
28682,PA,2002,f,45-54,29
11539,PA,2002,m,45-54,76
31131,PA,2002,f,55-64,18
13988,PA,2002,m,55-64,68
33580,PA,2002,f,65+,34
16437,PA,2002,m,65+,68
18887,PA,2003,f,0-14,14
1744,PA,2003,m,0-14,10
21336,PA,2003,f,15-24,51
4193,PA,2003,m,15-24,91
23785,PA,2003,f,25-34,77
6642,PA,2003,m,25-34,122
26234,PA,2003,f,35-44,50
9091,PA,2003,m,35-44,81
28683,PA,2003,f,45-54,30
11540,PA,2003,m,45-54,74
31132,PA,2003,f,55-64,24
13989,PA,2003,m,55-64,61
33581,PA,2003,f,65+,28
16438,PA,2003,m,65+,67
18888,PA,2004,f,0-14,9
1745,PA,2004,m,0-14,16
21337,PA,2004,f,15-24,98
4194,PA,2004,m,15-24,89
23786,PA,2004,f,25-34,66
6643,PA,2004,m,25-34,123
26235,PA,2004,f,35-44,59
9092,PA,2004,m,35-44,118
28684,PA,2004,f,45-54,33
11541,PA,2004,m,45-54,91
31133,PA,2004,f,55-64,34
13990,PA,2004,m,55-64,65
33582,PA,2004,f,65+,33
16439,PA,2004,m,65+,50
18889,PA,2005,f,0-14,11
1746,PA,2005,m,0-14,5
21338,PA,2005,f,15-24,73
4195,PA,2005,m,15-24,76
23787,PA,2005,f,25-34,81
6644,PA,2005,m,25-34,129
26236,PA,2005,f,35-44,62
9093,PA,2005,m,35-44,129
28685,PA,2005,f,45-54,33
11542,PA,2005,m,45-54,84
31134,PA,2005,f,55-64,30
13991,PA,2005,m,55-64,57
33583,PA,2005,f,65+,41
16440,PA,2005,m,65+,49
18890,PA,2006,f,0-14,14
1747,PA,2006,m,0-14,7
21339,PA,2006,f,15-24,64
4196,PA,2006,m,15-24,100
23788,PA,2006,f,25-34,83
6645,PA,2006,m,25-34,134
26237,PA,2006,f,35-44,52
9094,PA,2006,m,35-44,107
28686,PA,2006,f,45-54,45
11543,PA,2006,m,45-54,88
31135,PA,2006,f,55-64,26
13992,PA,2006,m,55-64,48
33584,PA,2006,f,65+,33
16441,PA,2006,m,65+,57
18891,PA,2007,f,0-14,7
1748,PA,2007,m,0-14,7
21340,PA,2007,f,15-24,56
4197,PA,2007,m,15-24,106
23789,PA,2007,f,25-34,74
6646,PA,2007,m,25-34,139
26238,PA,2007,f,35-44,59
9095,PA,2007,m,35-44,116
28687,PA,2007,f,45-54,33
11544,PA,2007,m,45-54,81
31136,PA,2007,f,55-64,21
13993,PA,2007,m,55-64,50
33585,PA,2007,f,65+,23
16442,PA,2007,m,65+,61
18892,PA,2008,f,0-14,9
1749,PA,2008,m,0-14,9
21341,PA,2008,f,15-24,56
4198,PA,2008,m,15-24,95
23790,PA,2008,f,25-34,73
6647,PA,2008,m,25-34,117
26239,PA,2008,f,35-44,55
9096,PA,2008,m,35-44,91
28688,PA,2008,f,45-54,46
11545,PA,2008,m,45-54,107
31137,PA,2008,f,55-64,29
13994,PA,2008,m,55-64,55
33586,PA,2008,f,65+,27
16443,PA,2008,m,65+,60
18893,PE,1995,f,0-14,149
1750,PE,1995,m,0-14,147
21342,PE,1995,f,15-24,1005
4199,PE,1995,m,15-24,1311
23791,PE,1995,f,25-34,660
6648,PE,1995,m,25-34,849
26240,PE,1995,f,35-44,373
9097,PE,1995,m,35-44,454
28689,PE,1995,f,45-54,259
11546,PE,1995,m,45-54,322
31138,PE,1995,f,55-64,162
13995,PE,1995,m,55-64,200
33587,PE,1995,f,65+,152
16444,PE,1995,m,65+,216
18894,PE,1996,f,0-14,169
1751,PE,1996,m,0-14,151
21343,PE,1996,f,15-24,896
4200,PE,1996,m,15-24,1351
23792,PE,1996,f,25-34,561
6649,PE,1996,m,25-34,789
26241,PE,1996,f,35-44,290
9098,PE,1996,m,35-44,420
28690,PE,1996,f,45-54,171
11547,PE,1996,m,45-54,261
31139,PE,1996,f,55-64,132
13996,PE,1996,m,55-64,190
33588,PE,1996,f,65+,144
16445,PE,1996,m,65+,167
18895,PE,1997,f,0-14,864
1752,PE,1997,m,0-14,745
21344,PE,1997,f,15-24,4560
4201,PE,1997,m,15-24,6913
23793,PE,1997,f,25-34,2784
6650,PE,1997,m,25-34,3853
26242,PE,1997,f,35-44,1224
9099,PE,1997,m,35-44,1971
28691,PE,1997,f,45-54,734
11548,PE,1997,m,45-54,1174
31140,PE,1997,f,55-64,590
13997,PE,1997,m,55-64,842
33589,PE,1997,f,65+,496
16446,PE,1997,m,65+,748
18896,PE,1998,f,0-14,862
1753,PE,1998,m,0-14,704
21345,PE,1998,f,15-24,4560
4202,PE,1998,m,15-24,6271
23794,PE,1998,f,25-34,2894
6651,PE,1998,m,25-34,3987
26243,PE,1998,f,35-44,1431
9100,PE,1998,m,35-44,2095
28692,PE,1998,f,45-54,686
11549,PE,1998,m,45-54,1337
31141,PE,1998,f,55-64,537
13998,PE,1998,m,55-64,831
33590,PE,1998,f,65+,623
16447,PE,1998,m,65+,889
18897,PE,1999,f,0-14,700
1754,PE,1999,m,0-14,712
21346,PE,1999,f,15-24,4783
4203,PE,1999,m,15-24,4861
23795,PE,1999,f,25-34,2958
6652,PE,1999,m,25-34,3007
26244,PE,1999,f,35-44,1560
9101,PE,1999,m,35-44,1586
28693,PE,1999,f,45-54,838
11550,PE,1999,m,45-54,852
31142,PE,1999,f,55-64,613
13999,PE,1999,m,55-64,624
33591,PE,1999,f,65+,703
16448,PE,1999,m,65+,714
18898,PE,2000,f,0-14,633
1755,PE,2000,m,0-14,552
21347,PE,2000,f,15-24,3686
4204,PE,2000,m,15-24,5290
23796,PE,2000,f,25-34,2472
6653,PE,2000,m,25-34,2875
26245,PE,2000,f,35-44,1156
9102,PE,2000,m,35-44,1546
28694,PE,2000,f,45-54,609
11551,PE,2000,m,45-54,1041
31143,PE,2000,f,55-64,499
14000,PE,2000,m,55-64,801
33592,PE,2000,f,65+,624
16449,PE,2000,m,65+,796
18899,PE,2001,f,0-14,11
1756,PE,2001,m,0-14,11
21348,PE,2001,f,15-24,4015
4205,PE,2001,m,15-24,5591
23797,PE,2001,f,25-34,2382
6654,PE,2001,m,25-34,2887
26246,PE,2001,f,35-44,1117
9103,PE,2001,m,35-44,1550
28695,PE,2001,f,45-54,626
11552,PE,2001,m,45-54,979
31144,PE,2001,f,55-64,480
14001,PE,2001,m,55-64,843
33593,PE,2001,f,65+,497
16450,PE,2001,m,65+,696
18900,PE,2002,f,0-14,62
1757,PE,2002,m,0-14,65
21349,PE,2002,f,15-24,688
4206,PE,2002,m,15-24,983
23798,PE,2002,f,25-34,496
6655,PE,2002,m,25-34,622
26247,PE,2002,f,35-44,251
9104,PE,2002,m,35-44,298
28696,PE,2002,f,45-54,129
11553,PE,2002,m,45-54,194
31145,PE,2002,f,55-64,96
14002,PE,2002,m,55-64,164
33594,PE,2002,f,65+,100
16451,PE,2002,m,65+,138
18901,PE,2003,f,0-14,107
1758,PE,2003,m,0-14,101
21350,PE,2003,f,15-24,659
4207,PE,2003,m,15-24,758
23799,PE,2003,f,25-34,380
6656,PE,2003,m,25-34,506
26248,PE,2003,f,35-44,228
9105,PE,2003,m,35-44,355
28697,PE,2003,f,45-54,138
11554,PE,2003,m,45-54,206
31146,PE,2003,f,55-64,106
14003,PE,2003,m,55-64,139
33595,PE,2003,f,65+,98
16452,PE,2003,m,65+,165
18902,PE,2004,f,0-14,410
1759,PE,2004,m,0-14,385
21351,PE,2004,f,15-24,3258
4208,PE,2004,m,15-24,3860
23800,PE,2004,f,25-34,1935
6657,PE,2004,m,25-34,2085
26249,PE,2004,f,35-44,1094
9106,PE,2004,m,35-44,1357
28698,PE,2004,f,45-54,678
11555,PE,2004,m,45-54,894
31147,PE,2004,f,55-64,440
14004,PE,2004,m,55-64,747
33596,PE,2004,f,65+,471
16453,PE,2004,m,65+,675
18903,PE,2005,f,0-14,375
1760,PE,2005,m,0-14,371
21352,PE,2005,f,15-24,2674
4209,PE,2005,m,15-24,3802
23801,PE,2005,f,25-34,2111
6658,PE,2005,m,25-34,2670
26250,PE,2005,f,35-44,1046
9107,PE,2005,m,35-44,1513
28699,PE,2005,f,45-54,699
11556,PE,2005,m,45-54,1075
31148,PE,2005,f,55-64,333
14005,PE,2005,m,55-64,641
33597,PE,2005,f,65+,472
16454,PE,2005,m,65+,708
18904,PE,2006,f,0-14,435
1761,PE,2006,m,0-14,400
21353,PE,2006,f,15-24,2713
4210,PE,2006,m,15-24,4071
23802,PE,2006,f,25-34,1852
6659,PE,2006,m,25-34,2470
26251,PE,2006,f,35-44,1082
9108,PE,2006,m,35-44,1494
28700,PE,2006,f,45-54,762
11557,PE,2006,m,45-54,1106
31149,PE,2006,f,55-64,557
14006,PE,2006,m,55-64,884
33598,PE,2006,f,65+,556
16455,PE,2006,m,65+,869
18905,PE,2007,f,0-14,335
1762,PE,2007,m,0-14,395
21354,PE,2007,f,15-24,2684
4211,PE,2007,m,15-24,3436
23803,PE,2007,f,25-34,1603
6660,PE,2007,m,25-34,2239
26252,PE,2007,f,35-44,1127
9109,PE,2007,m,35-44,1585
28701,PE,2007,f,45-54,813
11558,PE,2007,m,45-54,1152
31150,PE,2007,f,55-64,402
14007,PE,2007,m,55-64,654
33599,PE,2007,f,65+,669
16456,PE,2007,m,65+,702
18906,PE,2008,f,0-14,52
1763,PE,2008,m,0-14,84
21355,PE,2008,f,15-24,2644
4212,PE,2008,m,15-24,3406
23804,PE,2008,f,25-34,1599
6661,PE,2008,m,25-34,2233
26253,PE,2008,f,35-44,1112
9110,PE,2008,m,35-44,1564
28702,PE,2008,f,45-54,791
11559,PE,2008,m,45-54,1121
31151,PE,2008,f,55-64,373
14008,PE,2008,m,55-64,608
33600,PE,2008,f,65+,899
16457,PE,2008,m,65+,921
18907,PF,1996,f,0-14,0
1764,PF,1996,m,0-14,1
21356,PF,1996,f,15-24,5
4213,PF,1996,m,15-24,4
23805,PF,1996,f,25-34,4
6662,PF,1996,m,25-34,7
26254,PF,1996,f,35-44,2
9111,PF,1996,m,35-44,5
28703,PF,1996,f,45-54,0
11560,PF,1996,m,45-54,2
31152,PF,1996,f,55-64,2
14009,PF,1996,m,55-64,1
33601,PF,1996,f,65+,1
16458,PF,1996,m,65+,3
18908,PF,1997,f,0-14,1
1765,PF,1997,m,0-14,1
21357,PF,1997,f,15-24,5
4214,PF,1997,m,15-24,4
23806,PF,1997,f,25-34,3
6663,PF,1997,m,25-34,2
26255,PF,1997,f,35-44,2
9112,PF,1997,m,35-44,4
28704,PF,1997,f,45-54,3
11561,PF,1997,m,45-54,3
31153,PF,1997,f,55-64,2
14010,PF,1997,m,55-64,5
33602,PF,1997,f,65+,3
16459,PF,1997,m,65+,3
18909,PF,1998,f,0-14,3
1766,PF,1998,m,0-14,0
21358,PF,1998,f,15-24,1
4215,PF,1998,m,15-24,4
23807,PF,1998,f,25-34,2
6664,PF,1998,m,25-34,4
26256,PF,1998,f,35-44,5
9113,PF,1998,m,35-44,3
28705,PF,1998,f,45-54,1
11562,PF,1998,m,45-54,1
31154,PF,1998,f,55-64,0
14011,PF,1998,m,55-64,5
33603,PF,1998,f,65+,1
16460,PF,1998,m,65+,4
18910,PF,1999,f,0-14,4
1767,PF,1999,m,0-14,0
21359,PF,1999,f,15-24,2
4216,PF,1999,m,15-24,2
23808,PF,1999,f,25-34,2
6665,PF,1999,m,25-34,2
26257,PF,1999,f,35-44,4
9114,PF,1999,m,35-44,2
28706,PF,1999,f,45-54,2
11563,PF,1999,m,45-54,1
31155,PF,1999,f,55-64,3
14012,PF,1999,m,55-64,2
33604,PF,1999,f,65+,3
16461,PF,1999,m,65+,4
18911,PF,2000,f,0-14,1
1768,PF,2000,m,0-14,1
21360,PF,2000,f,15-24,4
4217,PF,2000,m,15-24,3
23809,PF,2000,f,25-34,1
6666,PF,2000,m,25-34,3
26258,PF,2000,f,35-44,0
9115,PF,2000,m,35-44,4
28707,PF,2000,f,45-54,1
11564,PF,2000,m,45-54,4
31156,PF,2000,f,55-64,0
14013,PF,2000,m,55-64,4
33605,PF,2000,f,65+,0
16462,PF,2000,m,65+,3
18912,PF,2001,f,0-14,3
1769,PF,2001,m,0-14,2
21361,PF,2001,f,15-24,7
4218,PF,2001,m,15-24,5
23810,PF,2001,f,25-34,1
6667,PF,2001,m,25-34,1
26259,PF,2001,f,35-44,1
9116,PF,2001,m,35-44,2
28708,PF,2001,f,45-54,3
11565,PF,2001,m,45-54,4
31157,PF,2001,f,55-64,4
14014,PF,2001,m,55-64,4
33606,PF,2001,f,65+,3
16463,PF,2001,m,65+,5
18913,PF,2002,f,0-14,0
1770,PF,2002,m,0-14,0
21362,PF,2002,f,15-24,4
4219,PF,2002,m,15-24,4
23811,PF,2002,f,25-34,2
6668,PF,2002,m,25-34,2
26260,PF,2002,f,35-44,1
9117,PF,2002,m,35-44,1
28709,PF,2002,f,45-54,2
11566,PF,2002,m,45-54,3
31158,PF,2002,f,55-64,2
14015,PF,2002,m,55-64,3
33607,PF,2002,f,65+,2
16464,PF,2002,m,65+,1
18914,PF,2003,f,0-14,0
1771,PF,2003,m,0-14,0
21363,PF,2003,f,15-24,3
4220,PF,2003,m,15-24,2
23812,PF,2003,f,25-34,1
6669,PF,2003,m,25-34,2
26261,PF,2003,f,35-44,1
9118,PF,2003,m,35-44,1
28710,PF,2003,f,45-54,1
11567,PF,2003,m,45-54,2
31159,PF,2003,f,55-64,0
14016,PF,2003,m,55-64,4
33608,PF,2003,f,65+,1
16465,PF,2003,m,65+,3
18915,PF,2004,f,0-14,0
1772,PF,2004,m,0-14,1
21364,PF,2004,f,15-24,4
4221,PF,2004,m,15-24,1
23813,PF,2004,f,25-34,6
6670,PF,2004,m,25-34,2
26262,PF,2004,f,35-44,1
9119,PF,2004,m,35-44,3
28711,PF,2004,f,45-54,4
11568,PF,2004,m,45-54,0
31160,PF,2004,f,55-64,2
14017,PF,2004,m,55-64,1
33609,PF,2004,f,65+,1
16466,PF,2004,m,65+,4
18916,PF,2005,f,0-14,0
1773,PF,2005,m,0-14,0
21365,PF,2005,f,15-24,2
4222,PF,2005,m,15-24,2
23814,PF,2005,f,25-34,3
6671,PF,2005,m,25-34,2
26263,PF,2005,f,35-44,0
9120,PF,2005,m,35-44,2
28712,PF,2005,f,45-54,1
11569,PF,2005,m,45-54,0
31161,PF,2005,f,55-64,1
14018,PF,2005,m,55-64,4
33610,PF,2005,f,65+,3
16467,PF,2005,m,65+,2
18917,PF,2006,f,0-14,1
1774,PF,2006,m,0-14,1
21366,PF,2006,f,15-24,6
4223,PF,2006,m,15-24,1
23815,PF,2006,f,25-34,1
6672,PF,2006,m,25-34,1
26264,PF,2006,f,35-44,0
9121,PF,2006,m,35-44,3
28713,PF,2006,f,45-54,0
11570,PF,2006,m,45-54,3
31162,PF,2006,f,55-64,2
14019,PF,2006,m,55-64,1
33611,PF,2006,f,65+,3
16468,PF,2006,m,65+,1
18918,PF,2007,f,0-14,1
1775,PF,2007,m,0-14,0
21367,PF,2007,f,15-24,1
4224,PF,2007,m,15-24,0
23816,PF,2007,f,25-34,1
6673,PF,2007,m,25-34,2
26265,PF,2007,f,35-44,5
9122,PF,2007,m,35-44,2
28714,PF,2007,f,45-54,0
11571,PF,2007,m,45-54,2
31163,PF,2007,f,55-64,3
14020,PF,2007,m,55-64,0
33612,PF,2007,f,65+,2
16469,PF,2007,m,65+,0
18919,PF,2008,f,0-14,0
1776,PF,2008,m,0-14,1
21368,PF,2008,f,15-24,1
4225,PF,2008,m,15-24,3
23817,PF,2008,f,25-34,1
6674,PF,2008,m,25-34,1
26266,PF,2008,f,35-44,1
9123,PF,2008,m,35-44,1
28715,PF,2008,f,45-54,0
11572,PF,2008,m,45-54,1
31164,PF,2008,f,55-64,1
14021,PF,2008,m,55-64,2
33613,PF,2008,f,65+,2
16470,PF,2008,m,65+,2
18920,PG,1996,f,0-14,11
1777,PG,1996,m,0-14,11
21369,PG,1996,f,15-24,41
4226,PG,1996,m,15-24,31
23818,PG,1996,f,25-34,30
6675,PG,1996,m,25-34,25
26267,PG,1996,f,35-44,11
9124,PG,1996,m,35-44,18
28716,PG,1996,f,45-54,10
11573,PG,1996,m,45-54,4
31165,PG,1996,f,55-64,6
14022,PG,1996,m,55-64,3
33614,PG,1996,f,65+,2
16471,PG,1996,m,65+,2
18921,PG,1997,f,0-14,1
1778,PG,1997,m,0-14,2
21370,PG,1997,f,15-24,11
4227,PG,1997,m,15-24,9
23819,PG,1997,f,25-34,5
6676,PG,1997,m,25-34,8
26268,PG,1997,f,35-44,3
9125,PG,1997,m,35-44,5
28717,PG,1997,f,45-54,1
11574,PG,1997,m,45-54,2
31166,PG,1997,f,55-64,0
14023,PG,1997,m,55-64,2
33615,PG,1997,f,65+,0
16472,PG,1997,m,65+,0
18922,PG,1998,f,0-14,11
1779,PG,1998,m,0-14,9
21371,PG,1998,f,15-24,94
4228,PG,1998,m,15-24,69
23820,PG,1998,f,25-34,51
6677,PG,1998,m,25-34,57
26269,PG,1998,f,35-44,27
9126,PG,1998,m,35-44,30
28718,PG,1998,f,45-54,21
11575,PG,1998,m,45-54,25
31167,PG,1998,f,55-64,3
14024,PG,1998,m,55-64,14
33616,PG,1998,f,65+,1
16473,PG,1998,m,65+,4
18923,PG,1999,f,0-14,0
1780,PG,1999,m,0-14,1
21372,PG,1999,f,15-24,32
4229,PG,1999,m,15-24,33
23821,PG,1999,f,25-34,20
6678,PG,1999,m,25-34,25
26270,PG,1999,f,35-44,13
9127,PG,1999,m,35-44,9
28719,PG,1999,f,45-54,6
11576,PG,1999,m,45-54,8
31168,PG,1999,f,55-64,0
14025,PG,1999,m,55-64,3
33617,PG,1999,f,65+,1
16474,PG,1999,m,65+,0
18924,PG,2000,f,0-14,6
1781,PG,2000,m,0-14,8
21373,PG,2000,f,15-24,77
4230,PG,2000,m,15-24,87
23822,PG,2000,f,25-34,45
6679,PG,2000,m,25-34,70
26271,PG,2000,f,35-44,21
9128,PG,2000,m,35-44,30
28720,PG,2000,f,45-54,15
11577,PG,2000,m,45-54,21
31169,PG,2000,f,55-64,5
14026,PG,2000,m,55-64,12
33618,PG,2000,f,65+,1
16475,PG,2000,m,65+,5
18925,PG,2001,f,0-14,7
1782,PG,2001,m,0-14,4
21374,PG,2001,f,15-24,91
4231,PG,2001,m,15-24,101
23823,PG,2001,f,25-34,64
6680,PG,2001,m,25-34,72
26272,PG,2001,f,35-44,32
9129,PG,2001,m,35-44,29
28721,PG,2001,f,45-54,17
11578,PG,2001,m,45-54,26
31170,PG,2001,f,55-64,5
14027,PG,2001,m,55-64,9
33619,PG,2001,f,65+,1
16476,PG,2001,m,65+,4
18926,PG,2002,f,0-14,22
1783,PG,2002,m,0-14,18
21375,PG,2002,f,15-24,160
4232,PG,2002,m,15-24,139
23824,PG,2002,f,25-34,149
6681,PG,2002,m,25-34,133
26273,PG,2002,f,35-44,60
9130,PG,2002,m,35-44,74
28722,PG,2002,f,45-54,47
11579,PG,2002,m,45-54,62
31171,PG,2002,f,55-64,18
14028,PG,2002,m,55-64,37
33620,PG,2002,f,65+,1
16477,PG,2002,m,65+,6
18927,PG,2003,f,0-14,28
1784,PG,2003,m,0-14,17
21376,PG,2003,f,15-24,193
4233,PG,2003,m,15-24,190
23825,PG,2003,f,25-34,171
6682,PG,2003,m,25-34,153
26274,PG,2003,f,35-44,59
9131,PG,2003,m,35-44,96
28723,PG,2003,f,45-54,29
11580,PG,2003,m,45-54,65
31172,PG,2003,f,55-64,20
14029,PG,2003,m,55-64,32
33621,PG,2003,f,65+,7
16478,PG,2003,m,65+,7
18928,PG,2004,f,0-14,30
1785,PG,2004,m,0-14,28
21377,PG,2004,f,15-24,164
4234,PG,2004,m,15-24,153
23826,PG,2004,f,25-34,161
6683,PG,2004,m,25-34,138
26275,PG,2004,f,35-44,66
9132,PG,2004,m,35-44,90
28724,PG,2004,f,45-54,38
11581,PG,2004,m,45-54,61
31173,PG,2004,f,55-64,18
14030,PG,2004,m,55-64,43
33622,PG,2004,f,65+,3
16479,PG,2004,m,65+,6
18929,PG,2005,f,0-14,38
1786,PG,2005,m,0-14,28
21378,PG,2005,f,15-24,200
4235,PG,2005,m,15-24,183
23827,PG,2005,f,25-34,204
6684,PG,2005,m,25-34,205
26276,PG,2005,f,35-44,124
9133,PG,2005,m,35-44,108
28725,PG,2005,f,45-54,65
11582,PG,2005,m,45-54,94
31174,PG,2005,f,55-64,35
14031,PG,2005,m,55-64,48
33623,PG,2005,f,65+,2
16480,PG,2005,m,65+,12
18930,PG,2006,f,0-14,41
1787,PG,2006,m,0-14,32
21379,PG,2006,f,15-24,226
4236,PG,2006,m,15-24,221
23828,PG,2006,f,25-34,215
6685,PG,2006,m,25-34,220
26277,PG,2006,f,35-44,142
9134,PG,2006,m,35-44,122
28726,PG,2006,f,45-54,75
11583,PG,2006,m,45-54,84
31175,PG,2006,f,55-64,24
14032,PG,2006,m,55-64,48
33624,PG,2006,f,65+,3
16481,PG,2006,m,65+,3
18931,PG,2007,f,0-14,32
1788,PG,2007,m,0-14,16
21380,PG,2007,f,15-24,148
4237,PG,2007,m,15-24,178
23829,PG,2007,f,25-34,153
6686,PG,2007,m,25-34,171
26278,PG,2007,f,35-44,84
9135,PG,2007,m,35-44,112
28727,PG,2007,f,45-54,36
11584,PG,2007,m,45-54,67
31176,PG,2007,f,55-64,15
14033,PG,2007,m,55-64,50
33625,PG,2007,f,65+,3
16482,PG,2007,m,65+,6
18932,PG,2008,f,0-14,71
1789,PG,2008,m,0-14,65
21381,PG,2008,f,15-24,261
4238,PG,2008,m,15-24,250
23830,PG,2008,f,25-34,230
6687,PG,2008,m,25-34,207
26279,PG,2008,f,35-44,113
9136,PG,2008,m,35-44,160
28728,PG,2008,f,45-54,75
11585,PG,2008,m,45-54,95
31177,PG,2008,f,55-64,48
14034,PG,2008,m,55-64,58
33626,PG,2008,f,65+,10
16483,PG,2008,m,65+,12
18933,PH,1995,f,0-14,1
1790,PH,1995,m,0-14,2
21382,PH,1995,f,15-24,20
4239,PH,1995,m,15-24,43
23831,PH,1995,f,25-34,32
6688,PH,1995,m,25-34,56
26280,PH,1995,f,35-44,26
9137,PH,1995,m,35-44,61
28729,PH,1995,f,45-54,20
11586,PH,1995,m,45-54,46
31178,PH,1995,f,55-64,19
14035,PH,1995,m,55-64,47
33627,PH,1995,f,65+,11
16484,PH,1995,m,65+,26
18934,PH,1996,f,0-14,1
1791,PH,1996,m,0-14,1
21383,PH,1996,f,15-24,11
4240,PH,1996,m,15-24,26
23832,PH,1996,f,25-34,20
6689,PH,1996,m,25-34,47
26281,PH,1996,f,35-44,19
9138,PH,1996,m,35-44,58
28730,PH,1996,f,45-54,15
11587,PH,1996,m,45-54,50
31179,PH,1996,f,55-64,5
14036,PH,1996,m,55-64,28
33628,PH,1996,f,65+,9
16485,PH,1996,m,65+,28
18935,PH,1997,f,0-14,6
1792,PH,1997,m,0-14,5
21384,PH,1997,f,15-24,80
4241,PH,1997,m,15-24,136
23833,PH,1997,f,25-34,111
6690,PH,1997,m,25-34,273
26282,PH,1997,f,35-44,131
9139,PH,1997,m,35-44,303
28731,PH,1997,f,45-54,110
11588,PH,1997,m,45-54,262
31180,PH,1997,f,55-64,98
14037,PH,1997,m,55-64,238
33629,PH,1997,f,65+,70
16486,PH,1997,m,65+,129
18936,PH,1998,f,0-14,4
1793,PH,1998,m,0-14,2
21385,PH,1998,f,15-24,76
4242,PH,1998,m,15-24,157
23834,PH,1998,f,25-34,109
6691,PH,1998,m,25-34,292
26283,PH,1998,f,35-44,119
9140,PH,1998,m,35-44,356
28732,PH,1998,f,45-54,106
11589,PH,1998,m,45-54,256
31181,PH,1998,f,55-64,69
14038,PH,1998,m,55-64,206
33630,PH,1998,f,65+,56
16487,PH,1998,m,65+,81
18937,PH,2003,f,0-14,300
1794,PH,2003,m,0-14,356
21386,PH,2003,f,15-24,3218
4243,PH,2003,m,15-24,6360
23835,PH,2003,f,25-34,4551
6692,PH,2003,m,25-34,9302
26284,PH,2003,f,35-44,4761
9141,PH,2003,m,35-44,11458
28733,PH,2003,f,45-54,4000
11590,PH,2003,m,45-54,10713
31182,PH,2003,f,55-64,2858
14039,PH,2003,m,55-64,6445
33631,PH,2003,f,65+,2018
16488,PH,2003,m,65+,3648
18938,PH,2004,f,0-14,291
1795,PH,2004,m,0-14,312
21387,PH,2004,f,15-24,3507
4244,PH,2004,m,15-24,6792
23836,PH,2004,f,25-34,5090
6693,PH,2004,m,25-34,10328
26285,PH,2004,f,35-44,5008
9142,PH,2004,m,35-44,12229
28734,PH,2004,f,45-54,4327
11591,PH,2004,m,45-54,11413
31183,PH,2004,f,55-64,3210
14040,PH,2004,m,55-64,7526
33632,PH,2004,f,65+,2183
16489,PH,2004,m,65+,4289
18939,PH,2005,f,0-14,374
1796,PH,2005,m,0-14,482
21388,PH,2005,f,15-24,3710
4245,PH,2005,m,15-24,7358
23837,PH,2005,f,25-34,5268
6694,PH,2005,m,25-34,11275
26286,PH,2005,f,35-44,5565
9143,PH,2005,m,35-44,13253
28735,PH,2005,f,45-54,4603
11592,PH,2005,m,45-54,12531
31184,PH,2005,f,55-64,3274
14041,PH,2005,m,55-64,7646
33633,PH,2005,f,65+,2029
16490,PH,2005,m,65+,4279
18940,PH,2006,f,0-14,379
1797,PH,2006,m,0-14,419
21389,PH,2006,f,15-24,4337
4246,PH,2006,m,15-24,7878
23838,PH,2006,f,25-34,5746
6695,PH,2006,m,25-34,11697
26287,PH,2006,f,35-44,5630
9144,PH,2006,m,35-44,13478
28736,PH,2006,f,45-54,5007
11593,PH,2006,m,45-54,12733
31185,PH,2006,f,55-64,3485
14042,PH,2006,m,55-64,8074
33634,PH,2006,f,65+,2237
16491,PH,2006,m,65+,4640
18941,PH,2007,f,0-14,380
1798,PH,2007,m,0-14,466
21390,PH,2007,f,15-24,4389
4247,PH,2007,m,15-24,8524
23839,PH,2007,f,25-34,5594
6696,PH,2007,m,25-34,11781
26288,PH,2007,f,35-44,5291
9145,PH,2007,m,35-44,13810
28737,PH,2007,f,45-54,4612
11594,PH,2007,m,45-54,12846
31186,PH,2007,f,55-64,3313
14043,PH,2007,m,55-64,8481
33635,PH,2007,f,65+,2217
16492,PH,2007,m,65+,4862
18942,PH,2008,f,0-14,341
1799,PH,2008,m,0-14,369
21391,PH,2008,f,15-24,4529
4248,PH,2008,m,15-24,8735
23840,PH,2008,f,25-34,5452
6697,PH,2008,m,25-34,11741
26289,PH,2008,f,35-44,5123
9146,PH,2008,m,35-44,13529
28738,PH,2008,f,45-54,4527
11595,PH,2008,m,45-54,12808
31187,PH,2008,f,55-64,3086
14044,PH,2008,m,55-64,8249
33636,PH,2008,f,65+,2188
16493,PH,2008,m,65+,4348
18943,PK,1995,f,0-14,85
1800,PK,1995,m,0-14,29
21392,PK,1995,f,15-24,375
4249,PK,1995,m,15-24,274
23841,PK,1995,f,25-34,381
6698,PK,1995,m,25-34,230
26290,PK,1995,f,35-44,267
9147,PK,1995,m,35-44,178
28739,PK,1995,f,45-54,178
11596,PK,1995,m,45-54,140
31188,PK,1995,f,55-64,143
14045,PK,1995,m,55-64,124
33637,PK,1995,f,65+,79
16494,PK,1995,m,65+,95
18944,PK,1998,f,0-14,159
1801,PK,1998,m,0-14,59
21393,PK,1998,f,15-24,735
4250,PK,1998,m,15-24,633
23842,PK,1998,f,25-34,507
6699,PK,1998,m,25-34,449
26291,PK,1998,f,35-44,260
9148,PK,1998,m,35-44,328
28740,PK,1998,f,45-54,209
